Day,Annual fraction
001,0.0
002,0.0
003,0.0
004,0.0
005,0.0
006,0.0
007,0.0
008,0.0
009,0.0
010,0.0
011,0.0
012,0.0
013,0.0
014,0.0
015,0.0
016,0.0
017,0.0
018,0.0
019,0.0
020,0.0
021,0.0
022,0.0
023,0.0
024,0.0
025,0.0
026,0.0
027,0.0
028,0.0
029,0.0
030,0.0
031,0.0
032,0.0
033,0.0
034,0.0
035,0.0
036,0.0
037,0.0
038,0.0
039,0.0
040,0.0
041,0.0
042,0.0
043,0.0
044,0.0
045,0.0
046,0.0
047,0.0
048,0.0
049,0.0
050,0.0
051,0.0
052,0.0
053,0.0
054,0.0
055,0.0
056,0.0
057,0.0
058,0.0
059,0.0
060,0.0
061,0.0
062,0.0
063,0.0
064,0.0
065,0.0
066,0.0
067,0.0
068,0.0
069,0.0
070,0.0
071,0.0003004807692307692
072,0.0008012820512820514
073,0.0013020833333333333
074,0.0014022435897435897
075,0.0011017628205128205
076,0.0011017628205128205
077,0.0013020833333333333
078,0.0015024038461538462
079,0.0019030448717948718
080,0.002003205128205128
081,0.002003205128205128
082,0.002003205128205128
083,0.0025040064102564105
084,0.0026041666666666665
085,0.0023036858974358975
086,0.0026041666666666665
087,0.0028044871794871795
088,0.002704326923076923
089,0.0033052884615384615
090,0.0037059294871794875
091,0.0038060897435897435
092,0.004006410256410256
093,0.004006410256410256
094,0.004206730769230769
095,0.004206730769230769
096,0.004407051282051282
097,0.004707532051282051
098,0.004707532051282051
099,0.004707532051282051
100,0.004707532051282051
101,0.004707532051282051
102,0.004707532051282051
103,0.004807692307692307
104,0.004707532051282051
105,0.004807692307692307
106,0.004507211538461538
107,0.004507211538461538
108,0.004407051282051282
109,0.004206730769230769
110,0.004507211538461538
111,0.004507211538461538
112,0.004507211538461538
113,0.004707532051282051
114,0.004507211538461538
115,0.004407051282051282
116,0.004407051282051282
117,0.004407051282051282
118,0.004206730769230769
119,0.004206730769230769
120,0.004306891025641026
121,0.004407051282051282
122,0.004607371794871795
123,0.004807692307692307
124,0.004707532051282051
125,0.004907852564102564
126,0.004907852564102564
127,0.005008012820512821
128,0.005008012820512821
129,0.005008012820512821
130,0.005108173076923077
131,0.005208333333333333
132,0.00530849358974359
133,0.005108173076923077
134,0.005008012820512821
135,0.005108173076923077
136,0.005108173076923077
137,0.005108173076923077
138,0.005208333333333333
139,0.005108173076923077
140,0.005108173076923077
141,0.005208333333333333
142,0.005208333333333333
143,0.005108173076923077
144,0.005108173076923077
145,0.005008012820512821
146,0.00530849358974359
147,0.005408653846153846
148,0.005208333333333333
149,0.005709134615384616
150,0.005408653846153846
151,0.005208333333333333
152,0.00530849358974359
153,0.005408653846153846
154,0.005108173076923077
155,0.00530849358974359
156,0.005108173076923077
157,0.005008012820512821
158,0.005208333333333333
159,0.005208333333333333
160,0.005508814102564102
161,0.005508814102564102
162,0.005508814102564102
163,0.005408653846153846
164,0.005408653846153846
165,0.005408653846153846
166,0.005608974358974359
167,0.005508814102564102
168,0.005608974358974359
169,0.005508814102564102
170,0.005508814102564102
171,0.005508814102564102
172,0.005508814102564102
173,0.005408653846153846
174,0.005608974358974359
175,0.005608974358974359
176,0.005709134615384616
177,0.005709134615384616
178,0.005809294871794871
179,0.005809294871794871
180,0.005809294871794871
181,0.005809294871794871
182,0.005809294871794871
183,0.005909455128205128
184,0.006009615384615385
185,0.006009615384615385
186,0.005909455128205128
187,0.005909455128205128
188,0.006009615384615385
189,0.006009615384615385
190,0.006009615384615385
191,0.006009615384615385
192,0.006109775641025641
193,0.006009615384615385
194,0.006009615384615385
195,0.006009615384615385
196,0.006009615384615385
197,0.006009615384615385
198,0.006009615384615385
199,0.006109775641025641
200,0.006209935897435897
201,0.006209935897435897
202,0.006310096153846154
203,0.006410256410256411
204,0.006410256410256411
205,0.006410256410256411
206,0.006410256410256411
207,0.006410256410256411
208,0.006410256410256411
209,0.006410256410256411
210,0.006510416666666666
211,0.006410256410256411
212,0.006410256410256411
213,0.006510416666666666
