"Date","USGS 11292000 MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA","USGS 11292500 CLARK FORK STANISLAUS R NR DARDANELLE CA","USGS 11292610 DONNELL PH NR STRAWBERRY CA","USGS 11292700 MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA","USGS 11292820 BEARDSLEY PH NR STRAWBERRY CA","USGS 11292860 JW SOUTHERN PP A SND BAR DIV DAM NR LNG BRN CA","USGS 11292900 MF STANISLAUS R BL BEARDSLEY DAM CA","USGS 11293200 MF STANISLAUS R BL SND BAR DIV DAM NR AVERY CA","USGS 11293372 NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA","USGS 11293500 NF STANISLAUS R BL SILVER C CA","USGS 11293580 NF STANISLAUS R DIV TUNNEL NR BIG MDW CA","USGS 11293600 NF STANISLAUS R BL DIV D","USGS 11293700 HOBART C AT NF DIV TUNNL OUTLT NR SPICER MDWS CA","USGS 11293710 NF STANISLAUS DIV TU OL BL HOBART C NR NSMD CA","USGS 11293760 NEW SPICER MDW DAM PP A NSMD NR B MDW CA","USGS 11294000 HIGHLAND C BL SPICER MEADOWS RES CA","USGS 11294500 NF STANISLAUS R NR AVERY CA","USGS 11295210 BEAVER C DIV TO MCKAYS POINT RES NR ARNOLD CA","USGS 11295230 BEAVER CR BL DIV DAM NR ARNOLD CA","USGS 11295250 COLLIERVILLE PP NR MURPHYS CA","USGS 11295270 NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA","USGS 11295300 NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA","USGS 11295340 MILL C BL HUNTER RES A HATHAWAY PINES CA","USGS 11295505 STANISLAUS PP NR HATHAWAY PINES CA","USGS 11296500 SF STANISLAUS R A STRAWBERRY CA","USGS 11297000 PHILADELPHIA CN NR STRAWBERRY CA","USGS 11297200 SF STANISLAUS R NR STRAWBERRY CA","USGS 11297500 TUOLUMNE CN NR LONG BARN CA","USGS 11298000 SF STANISLAUS R NR LONG BARN CA","USGS 11298650 ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA","USGS 11298700 ANGELS C BL UTICA D DIV DAM NR MURPHYS CA","USGS 11300500 S SAN JOAQUIN CN NR KNIGHTS FERRY CA","USGS 11301000 OAKDALE CN NR KNIGHTS FERRY CA","USGS 11302000 STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA","USGS 11292615 MF STANISLAUS R LOW FLOW REL BL DONNELL LAKE","USGS 11299200 NEW MELONES PP BL NEW MELONES DAM NR SONORA CA","USGS 11299996 TULLOCH PH NR KNIGHTS FERRY CA"
2009-10-16,78,NA,NA,318,527,385,140,NA,6.2,NA,0,17,NA,NA,205,205,238,0,10,170,18,29,2.4,496,56,25,42,0,8.2,31,NA,4.7,0,648,40,NA,NA
2009-10-17,76,NA,NA,317,525,380,140,NA,6.2,NA,0,16,NA,NA,206,206,238,0,8.6,174,19,28,2.4,434,55,25,40,7.3,7.9,31,NA,4.7,0,888,40,NA,NA
2009-10-18,78,NA,NA,316,524,379,141,NA,6.2,NA,0,15,NA,NA,206,206,234,0,7.7,149,20,28,2.4,460,53,25,39,25,6.2,31,6.1,4.6,0,1150,40,NA,NA
2009-10-19,84,NA,NA,316,238,175,140,NA,6.2,NA,0,15,NA,NA,186,186,235,0,7.4,168,21,28,2.6,269,56,27,38,25,6.2,5.5,3.7,4.5,0,1260,40,NA,NA
2009-10-20,74,NA,NA,340,520,371,143,NA,6.2,NA,0,15,NA,NA,166,166,192,0,7.8,235,20,28,2.5,432,62,35,35,22,6.1,1.6,1.9,4.5,0,1260,40,NA,NA
2009-10-21,67,NA,NA,383,520,370,143,NA,6.2,NA,0,14,NA,NA,167,167,186,0,7.4,250,21,28,2.2,461,61,35,35,18,6.1,1.7,1.8,4.5,0,1400,40,NA,NA
2009-10-22,63,NA,NA,383,516,367,143,NA,6.2,NA,0,14,NA,NA,166,166,184,0,7,263,21,28,1.9,465,61,34,35,18,6.1,1.7,1.7,4.5,0,1490,40,NA,NA
2009-10-23,61,NA,NA,382,515,370,144,NA,6.2,NA,0,13,NA,NA,165,165,182,0,6.7,137,22,29,1.8,473,61,34,34,17,6.1,1.7,1.7,4.5,0,1490,40,NA,NA
2009-10-24,60,NA,NA,379,515,370,141,NA,6.2,NA,0,13,NA,NA,199,199,181,0,6.6,86,21,28,1.7,473,62,34,35,18,6.1,1.9,2,4.5,0,1350,39,NA,NA
2009-10-25,59,NA,NA,379,262,123,140,NA,6.2,NA,0,13,NA,NA,414,414,312,0,6.4,81,21,28,1.7,227,61,35,35,18,6.3,1.6,3.3,4.5,0,1260,39,NA,NA
2009-10-26,58,NA,NA,379,39,0,140,NA,6.2,NA,0,13,NA,NA,509,509,587,0,6.3,163,21,28,1.6,0,61,35,35,18,6.2,1.6,2.5,4.5,0,1260,39,NA,NA
2009-10-27,57,NA,NA,376,0,0,140,NA,6.2,NA,0,12,NA,NA,218,218,364,0,6.1,146,21,28,1.6,0,61,34,35,18,6.2,1.7,1.6,4.4,0,1110,39,NA,NA
2009-10-28,55,NA,NA,373,0,0,141,NA,6.2,NA,0,12,NA,NA,166,166,188,0,6,240,22,28,1.5,0,61,34,35,18,6.1,1.9,1.8,4.3,0,866,39,NA,NA
2009-10-29,55,NA,NA,373,0,0,142,NA,6.2,NA,0,12,NA,NA,166,166,182,0,6.1,121,22,28,1.5,0,61,36,32,18,6.1,1.8,1.8,4.5,0,629,39,NA,NA
2009-10-30,55,NA,NA,373,0,0,143,NA,6.2,NA,0,12,NA,NA,166,166,182,0,6.2,171,22,28,1.5,0,61,35,32,18,6.2,1.8,1.7,5.4,0,381,39,NA,NA
2009-10-31,54,NA,NA,370,0,0,143,NA,6.2,NA,0,12,NA,NA,166,166,181,0,6.2,142,22,29,1.6,0,61,34,34,18,6.2,1.7,1.8,3.9,0,291,38,NA,NA
2009-11-01,54,NA,NA,369,0,0,141,NA,6.2,NA,0,12,NA,NA,166,166,181,0,6.1,177,22,28,1.6,0,63,35,36,18,6.1,1.8,1.9,0.67,0,288,38,NA,NA
2009-11-02,53,NA,NA,369,0,0,141,NA,6.2,NA,0,12,NA,NA,166,166,180,0,6.1,159,22,28,1.6,0,65,35,37,18,6.2,1.8,1.6,0,0,291,38,NA,NA
2009-11-03,52,NA,NA,366,0,0,140,NA,NA,NA,2.9,15,NA,NA,166,166,180,0,6,152,22,29,1.6,0,65,35,37,18,6.3,1.8,1.7,0,0,287,38,NA,NA
2009-11-04,52,NA,NA,366,0,0,140,NA,NA,NA,24,20,NA,NA,166,166,185,0,6,121,23,29,1.7,0,64,34,37,18,6.2,1.8,1.7,0,0,289,38,NA,NA
2009-11-05,51,NA,NA,365,0,0,141,NA,NA,NA,25,20,NA,NA,166,166,189,0,5.9,131,23,29,NA,0,64,34,37,18,6.2,1.7,1.6,0,0,283,38,NA,NA
2009-11-06,50,NA,NA,363,0,0,142,NA,NA,NA,25,20,NA,NA,166,166,189,0,6,172,23,28,NA,0,64,34,37,18,6.2,1.7,1.6,0,0,281,37,NA,NA
2009-11-07,51,NA,NA,360,0,0,140,NA,NA,NA,25,20,NA,NA,166,166,190,0,6,122,22,29,1.7,0,63,37,33,18,6.4,1.7,1.8,0,0,285,37,NA,NA
2009-11-08,50,NA,NA,360,0,0,142,NA,NA,NA,25,20,NA,NA,166,166,190,0,6,145,22,28,1.6,0,63,36,35,18,6.5,1.8,2.2,0,0,287,37,NA,NA
2009-11-09,49,NA,NA,357,0,0,140,NA,NA,NA,25,20,NA,NA,161,161,189,0,6,202,22,28,1.6,0,63,35,35,18,6.5,1.9,1.9,0,0,282,37,NA,NA
2009-11-10,49,NA,NA,356,0,0,140,NA,NA,NA,25,20,NA,NA,154,154,178,0,6,160,22,28,1.6,0,63,35,36,18,6.5,1.9,1.9,0,0,287,37,NA,NA
2009-11-11,49,NA,NA,356,0,0,141,NA,NA,NA,24,20,NA,NA,154,154,175,0,6,156,22,28,1.6,0,63,35,35,18,6.5,2,1.8,0,0,289,37,NA,NA
2009-11-12,50,NA,NA,357,0,0,142,NA,NA,NA,25,20,NA,NA,154,154,182,0,7,129,22,28,1.6,64,63,35,36,18,6.5,2.1,1.6,0,0,284,37,NA,NA
2009-11-13,49,NA,NA,353,0,0,142,NA,NA,NA,24,20,NA,NA,164,164,179,0,7.1,170,21,28,1.8,87,63,35,35,18,6.5,2.4,1.7,0,0,285,36,NA,NA
2009-11-14,48,NA,NA,353,0,0,142,NA,NA,NA,24,20,NA,NA,168,168,193,0,6.6,175,22,29,1.8,5,63,35,35,18,6.5,5.4,2.1,0,0,289,36,NA,NA
2009-11-15,48,NA,NA,350,0,0,142,NA,NA,NA,24,20,NA,NA,168,168,192,0,6.4,176,22,28,1.7,22,62,35,35,18,6.5,18,2.3,0,0,287,36,NA,NA
2009-11-16,48,NA,NA,347,0,0,143,NA,NA,NA,24,20,NA,NA,182,182,200,0,6.3,139,22,28,1.7,140,61,34,35,18,6.5,18,3.6,0,0,282,36,NA,NA
2009-11-17,48,NA,NA,347,0,0,143,NA,NA,NA,24,20,NA,NA,208,208,217,0,6.3,133,21,28,1.6,163,61,34,35,18,6.5,20,5.8,0,0,283,36,NA,NA
2009-11-18,48,NA,NA,346,0,0,141,NA,NA,NA,24,20,NA,NA,322,322,288,0,6.3,96,22,28,1.6,5,61,34,35,18,6.5,20,5.7,0,0,282,36,NA,NA
2009-11-19,47,NA,NA,344,110,0,143,NA,NA,NA,24,20,NA,NA,210,210,330,0,6.2,167,22,28,1.6,22,61,34,34,21,6.5,20,NA,0,0,286,36,NA,NA
2009-11-20,47,NA,NA,345,180,0,142,NA,NA,NA,24,20,NA,NA,168,168,201,0,6.7,201,21,28,1.6,128,61,34,35,24,6.5,20,NA,0,0,283,35,NA,NA
2009-11-21,47,NA,NA,343,158,0,143,NA,NA,NA,24,20,NA,NA,169,169,204,0,7.6,235,20,28,1.6,140,61,34,35,24,6.5,20,NA,0,0,285,35,NA,NA
2009-11-22,47,NA,NA,341,287,144,141,NA,NA,NA,24,20,NA,NA,172,172,200,0,7.8,188,20,28,1.6,174,61,34,34,24,6.5,20,6.1,0,0,282,35,NA,NA
2009-11-23,47,NA,NA,339,505,360,142,NA,NA,NA,24,20,NA,NA,291,291,247,0,7.6,196,20,28,1.5,435,60,34,34,21,6.5,20,NA,0,0,268,35,NA,NA
2009-11-24,46,NA,NA,336,503,363,141,NA,NA,NA,23,20,NA,NA,344,344,377,0,7.2,227,21,28,1.5,484,60,34,33,19,6.4,20,5.4,0,0,242,35,NA,NA
2009-11-25,46,NA,NA,335,503,357,141,NA,NA,NA,24,20,NA,NA,317,317,378,0,7.1,203,21,28,1.5,480,60,34,32,19,6.5,20,5.7,0,0,241,35,NA,NA
2009-11-26,46,NA,NA,335,500,359,143,NA,NA,NA,23,20,NA,NA,251,251,294,0,7,163,21,28,1.6,442,60,34,32,19,6.5,20,NA,0,0,236,34,NA,NA
2009-11-27,46,NA,NA,332,500,358,142,NA,NA,NA,23,20,NA,NA,251,251,284,0,7.2,240,21,28,1.6,471,61,34,33,19,6.5,20,6.1,0,0,242,34,NA,NA
2009-11-28,47,NA,NA,332,239,159,142,NA,NA,NA,23,20,NA,NA,239,239,283,0,7.4,240,21,28,1.6,388,61,34,35,19,6.5,20,NA,0,0,246,34,NA,NA
2009-11-29,46,NA,NA,330,477,355,142,NA,NA,NA,23,20,NA,NA,228,228,259,0,6.8,180,21,28,1.6,357,61,34,34,19,6.5,20,NA,0,0,247,34,NA,NA
2009-11-30,46,NA,NA,329,500,389,143,NA,NA,NA,24,20,NA,NA,241,241,259,0,6.7,224,21,28,1.6,482,61,34,34,19,6.5,20,NA,0,0,240,34,NA,NA
2009-12-01,51,NA,NA,327,500,386,143,NA,NA,NA,24,20,NA,NA,266,266,292,0,6.6,193,21,28,1.6,416,61,34,35,19,6.5,20,NA,0,0,242,34,NA,NA
2009-12-02,55,NA,NA,326,498,388,141,NA,NA,NA,23,20,NA,NA,254,254,290,0,6.5,195,21,28,1.6,492,61,34,34,19,6.5,20,NA,0,0,242,33,NA,NA
2009-12-03,55,NA,NA,323,496,380,141,NA,NA,NA,16,20,NA,NA,229,229,272,0,6.3,154,22,28,1.3,443,61,34,34,19,6.4,20,5.6,0,0,241,33,NA,NA
2009-12-04,55,NA,NA,322,497,383,143,NA,6.4,NA,0.02,17,NA,NA,228,228,260,0,6.4,226,22,28,0.8,423,63,34,36,19,6.5,20,5.7,0,0,243,33,NA,NA
2009-12-05,55,NA,NA,320,499,390,139,NA,6.3,NA,0,15,NA,NA,228,228,257,0,6.6,180,21,28,0.84,457,64,35,37,19,6.5,20,5.7,0,0,243,33,NA,NA
2009-12-06,53,NA,NA,320,500,386,138,NA,6.3,NA,0,14,NA,NA,228,228,257,0,6.1,222,22,28,0.87,446,63,35,37,22,6.3,20,NA,0,0,240,32,NA,NA
2009-12-07,53,NA,NA,322,462,350,139,NA,6.3,NA,0,14,NA,NA,378,378,314,0,4.8,282,23,28,0.9,352,63,35,37,25,6.2,20,NA,0,0,242,31,NA,NA
2009-12-08,53,NA,NA,318,501,389,141,NA,6.3,NA,0,14,NA,NA,641,641,631,0,6.2,372,22,28,0.87,352,63,35,36,25,6.2,20,5.9,0,0,241,31,NA,NA
2009-12-09,53,NA,NA,315,501,395,141,NA,6.3,NA,0,14,NA,NA,731,731,850,0,8,743,20,28,0.89,464,63,34,36,25,6.2,20,5.9,0,0,242,31,NA,NA
2009-12-10,53,NA,NA,312,500,387,137,NA,6.3,NA,0,14,NA,NA,631,631,766,0,7.8,737,20,28,0.87,466,63,34,36,25,6.2,20,6,0,0,240,31,NA,NA
2009-12-11,56,NA,NA,321,499,391,137,NA,6.3,NA,0,14,NA,NA,612,612,759,0,13,471,19,32,0.92,460,63,35,37,25,6.3,20,NA,0,0,244,32,NA,NA
2009-12-12,56,NA,NA,332,499,392,136,NA,6.4,NA,0,15,NA,NA,335,335,518,13,22,463,18,40,0.99,458,64,35,39,25,6.5,20,NA,0,0,243,32,NA,NA
2009-12-13,57,NA,NA,329,499,391,136,NA,6.5,NA,0,15,NA,NA,454,454,478,9.1,20,386,18,38,1.5,453,63,35,38,25,6.5,20,NA,0,0,241,31,NA,NA
2009-12-14,55,NA,NA,316,501,391,138,NA,6.5,NA,0,15,NA,NA,552,552,700,0.59,18,474,19,37,1.3,470,63,35,36,22,6.3,20,NA,0,0,245,31,NA,NA
2009-12-15,54,NA,NA,310,498,389,137,NA,6.6,NA,0,15,NA,NA,405,405,505,0,14,371,18,33,0.98,443,61,35,35,18,6.2,20,NA,0,0,246,31,NA,NA
2009-12-16,54,NA,NA,312,500,390,137,NA,6.6,NA,0,15,NA,NA,397,397,464,0,13,332,18,31,0.92,447,61,35,35,18,6.2,20,NA,0,0,241,38,NA,NA
2009-12-17,54,NA,NA,315,501,393,136,NA,6.6,NA,0,16,NA,NA,396,396,465,0,11,356,18,30,0.91,514,61,35,35,18,6.2,20,NA,0,0,216,41,NA,NA
2009-12-18,54,NA,NA,312,500,389,136,NA,6.7,NA,0,16,NA,NA,370,370,448,0,11,394,18,29,0.89,419,61,35,34,18,6.2,20,NA,0,0,197,41,NA,NA
2009-12-19,54,NA,NA,311,500,387,136,NA,6.7,NA,0,17,NA,NA,370,370,437,0,11,348,18,29,0.88,470,61,35,34,18,6.2,20,NA,0,0,198,40,NA,NA
2009-12-20,55,NA,NA,309,499,386,135,NA,6.6,NA,0,17,NA,NA,368,368,435,0,10,280,18,29,0.89,446,61,35,33,18,6.2,20,6.5,0,0,194,40,NA,NA
2009-12-21,54,NA,NA,314,499,386,138,NA,6.6,NA,0,17,NA,NA,364,364,467,0,13,458,18,31,0.91,452,63,40,30,18,6.2,20,NA,0,0,197,40,NA,NA
2009-12-22,55,NA,NA,317,500,388,135,NA,6.7,NA,0,18,NA,NA,338,338,453,1.7,19,379,18,37,0.91,511,65,45,25,18,6.3,20,NA,0,0,202,40,NA,NA
2009-12-23,51,NA,NA,310,499,384,135,NA,6.7,NA,0,18,NA,NA,248,248,355,0,14,219,19,33,0.9,446,65,45,25,18,6.2,20,6.7,0,0,200,41,NA,NA
2009-12-24,55,NA,NA,308,500,383,136,NA,6.7,NA,0,17,NA,NA,184,184,285,0,13,179,19,32,0.88,470,64,44,25,18,6.2,20,6.4,0,0,205,41,NA,NA
2009-12-25,55,NA,NA,305,499,384,138,NA,6.7,NA,0,17,NA,NA,155,155,210,0,12,197,19,31,0.87,473,63,44,25,18,6.2,20,6.1,0,0,203,40,NA,NA
2009-12-26,54,NA,NA,303,498,382,137,NA,6.7,NA,0,17,NA,NA,165,165,207,0,11,174,19,30,0.9,445,63,43,25,18,6.2,20,5.9,0,0,203,40,NA,NA
2009-12-27,54,NA,NA,302,499,380,138,NA,6.7,NA,0,17,NA,NA,295,295,290,0,12,214,19,30,0.89,482,63,43,25,17,6.2,20,NA,0,0,205,40,NA,NA
2009-12-28,53,NA,NA,300,497,380,137,NA,6.7,NA,0,16,NA,NA,340,340,383,0,11,297,19,30,0.9,448,63,46,21,18,6.3,20,6,10,0,205,40,NA,NA
2009-12-29,53,NA,NA,298,499,379,138,NA,6.7,NA,0,16,NA,NA,340,340,399,0,11,342,19,30,0.88,487,62,50,17,19,6.3,20,5.9,14,0,203,39,NA,NA
2009-12-30,53,NA,NA,299,496,379,137,NA,6.7,NA,0,16,NA,NA,339,339,408,0,12,285,19,31,0.94,454,62,49,17,18,6.3,20,NA,6.7,0,204,39,NA,NA
2009-12-31,53,NA,NA,296,496,379,135,NA,6.7,NA,0,16,NA,NA,332,332,399,0,11,219,19,30,0.92,450,61,49,17,18,6.3,20,6.1,3.5,0,202,40,NA,NA
2010-01-01,53,NA,NA,294,497,378,136,NA,6.7,NA,0,16,NA,NA,272,272,346,0,11,358,19,30,0.93,509,61,48,18,18,6.3,20,6,3.5,0,203,41,NA,NA
2010-01-02,52,NA,NA,294,501,379,139,NA,6.7,NA,0,16,NA,NA,289,289,332,0,11,231,19,30,0.94,505,61,48,17,18,6.2,20,5.7,3.5,0,204,41,NA,NA
2010-01-03,52,NA,NA,292,498,353,138,NA,6.7,NA,0,16,NA,NA,308,308,349,0,11,258,19,29,0.94,450,61,48,17,18,6.2,20,5.7,2,0,202,40,NA,NA
2010-01-04,52,NA,NA,289,499,377,135,NA,6.7,NA,0,16,NA,NA,342,342,393,0,10,250,19,29,0.94,449,60,49,15,18,6.2,20,5.7,0,0,205,40,NA,NA
2010-01-05,52,NA,NA,288,498,378,136,NA,6.6,NA,0,17,NA,NA,302,302,405,0,10,253,19,29,0.94,466,60,51,13,17,6.2,20,5.6,0,0,201,41,NA,NA
2010-01-06,52,NA,NA,288,494,374,136,NA,6.6,NA,0,17,NA,NA,217,217,282,0,10,257,19,29,0.93,470,60,51,12,17,6.2,20,5.6,0,0,203,41,NA,NA
2010-01-07,52,NA,NA,289,357,229,136,NA,6.5,NA,0,17,NA,NA,232,232,274,0,11,287,19,30,0.94,361,59,51,12,18,6.2,20,NA,0,0,202,41,NA,NA
2010-01-08,53,NA,NA,290,300,179,141,NA,6.4,NA,3.2,19,NA,NA,246,246,328,0,13,238,19,32,0.91,310,59,51,12,16,6.3,20,NA,0,0,204,41,NA,NA
2010-01-09,54,NA,NA,292,301,178,137,NA,6.4,NA,3.1,19,NA,NA,210,210,308,0,16,176,19,35,0.94,308,60,51,13,15,6.3,20,5.7,0,0,204,41,NA,NA
2010-01-10,56,NA,NA,293,300,177,139,NA,6.4,NA,6.2,19,NA,NA,209,209,304,0,17,198,19,36,0.93,248,60,51,14,14,6.3,20,5.6,0,0,203,41,NA,NA
2010-01-11,55,NA,NA,291,300,177,140,NA,6.4,NA,6.1,19,NA,NA,185,185,298,0,18,260,19,36,0.94,296,60,51,13,14,6.3,20,5.7,0,0,204,41,NA,NA
2010-01-12,56,NA,NA,293,300,179,140,NA,6.4,NA,4.8,19,NA,NA,150,150,245,0,18,270,19,37,0.94,256,61,51,14,14,6.3,20,5.7,0,0,208,41,NA,NA
2010-01-13,58,NA,NA,316,301,179,142,NA,6.5,NA,10,20,NA,NA,201,201,412,19,20,165,19,38,0.97,278,63,51,19,14,6.4,20,NA,0,0,318,41,NA,NA
2010-01-14,55,NA,NA,300,300,182,140,NA,6.5,NA,5.4,19,NA,NA,204,204,337,9.9,20,222,19,38,0.96,294,60,51,15,14,6.3,20,6.2,0,0,396,41,NA,NA
2010-01-15,55,NA,NA,294,300,183,137,NA,6.4,NA,3,19,NA,NA,176,176,292,4.1,19,175,18,38,0.96,297,60,51,14,14,6.3,20,5.9,0,0,391,41,NA,NA
2010-01-16,55,NA,NA,289,300,180,137,NA,6.4,NA,1.7,19,NA,NA,173,173,266,1.8,19,162,18,37,0.96,280,59,51,13,15,6.4,20,5.8,0,0,289,41,NA,NA
2010-01-17,54,NA,NA,288,300,183,137,NA,6.4,NA,1.1,19,NA,NA,96,96,223,0,19,264,18,37,0.98,313,58,51,13,15,6.3,20,NA,0,0,208,40,NA,NA
2010-01-18,53,NA,NA,300,300,181,137,NA,6.5,NA,0.95,19,NA,NA,96,96,226,13,20,324,18,38,1.1,202,60,51,17,15,6.4,20,NA,0,0,212,40,NA,NA
2010-01-19,54,NA,NA,298,300,179,138,NA,6.5,NA,0.87,19,NA,NA,300,300,339,10,20,322,18,38,2.1,200,60,51,15,22,6.5,20,NA,0,0,214,40,NA,NA
2010-01-20,53,NA,NA,297,296,176,141,NA,6.6,NA,0.7,19,NA,NA,273,273,453,5.2,20,187,18,38,1.1,319,58,51,14,26,6.5,20,NA,0,0,215,40,NA,NA
2010-01-21,53,NA,NA,292,300,182,140,NA,6.7,NA,0.54,19,NA,NA,188,188,337,2.8,19,286,18,38,1,255,58,51,13,26,6.5,20,NA,0,0,215,40,NA,NA
2010-01-22,55,NA,NA,291,212,131,138,NA,6.7,NA,0.39,19,NA,NA,133,133,255,1.2,19,232,18,38,1,281,58,9.2,NA,26,6.5,20,NA,0,0,218,40,NA,NA
2010-01-23,54,NA,NA,286,86,0,140,NA,6.8,NA,0,19,NA,NA,140,140,235,0.86,19,125,19,38,1,86,57,0,NA,27,11,20,NA,0,0,206,40,NA,NA
2010-01-24,53,NA,NA,282,300,169,143,NA,6.8,NA,0,18,NA,NA,138,138,224,0,19,216,18,38,1,230,50,0,NA,27,25,20,NA,0,0,203,40,NA,NA
2010-01-25,54,NA,NA,285,298,181,140,NA,6.8,NA,0,18,NA,NA,174,174,243,0.22,19,184,18,38,1,208,49,0,NA,25,30,20,NA,0,0,205,40,NA,NA
2010-01-26,53,NA,NA,289,298,181,138,NA,6.8,NA,0,18,NA,NA,230,230,345,5.7,20,196,18,38,1,255,50,0,NA,25,34,20,NA,0,0,204,39,NA,NA
2010-01-27,53,NA,NA,287,301,183,136,NA,6.9,NA,0,18,NA,NA,202,202,335,4.5,20,170,18,38,1,260,49,0,NA,25,34,20,NA,0,0,203,39,NA,NA
2010-01-28,51,NA,NA,284,299,178,137,NA,6.9,NA,0,18,NA,NA,149,149,311,2.4,19,159,18,38,1,231,49,0,NA,25,34,20,NA,0,0,203,39,NA,NA
2010-01-29,51,NA,NA,282,302,181,140,NA,6.9,NA,0,18,NA,NA,91,91,206,1.4,19,127,18,38,1,263,50,26,26,25,27,20,NA,0,0,205,40,NA,NA
2010-01-30,52,NA,NA,283,300,178,136,NA,6.9,NA,0,18,NA,NA,56,56,184,0,20,109,18,38,1,242,53,47,13,25,22,20,NA,0,0,203,41,NA,NA
2010-01-31,51,NA,NA,279,300,178,136,NA,7,NA,0,18,NA,NA,51,51,140,0,19,90,18,38,0.97,276,55,48,13,24,21,20,NA,0,0,199,40,NA,NA
2010-02-01,51,NA,NA,277,300,176,139,NA,7,NA,0,18,NA,NA,149,149,140,0,19,110,18,37,0.99,322,56,49,13,24,20,20,5.9,0,0,284,40,NA,NA
2010-02-02,52,NA,NA,275,301,173,143,NA,7,NA,0,18,NA,NA,143,143,312,0,18,289,18,37,0.99,268,56,49,13,24,20,20,NA,0,0,559,40,NA,NA
2010-02-03,51,NA,NA,275,299,174,142,NA,7,NA,0,18,NA,NA,50,50,159,0,18,130,18,36,0.85,280,56,49,13,24,20,20,NA,0,0,587,40,NA,NA
2010-02-04,51,NA,NA,275,299,174,141,NA,7,NA,0,18,NA,NA,50,50,134,0,18,155,18,36,0.73,308,55,48,13,24,21,20,NA,0,0,586,40,NA,NA
2010-02-05,51,NA,NA,279,299,173,141,NA,7,NA,0,18,NA,NA,71,71,169,2.4,19,182,18,37,0.74,278,55,49,13,24,43,20,NA,0,0,622,39,NA,NA
2010-02-06,52,NA,NA,287,300,175,142,NA,7,NA,0,18,NA,NA,111,111,241,10,20,158,18,38,0.76,280,56,50,13,25,75,20,NA,0,0,434,39,NA,NA
2010-02-07,52,NA,NA,282,299,174,139,NA,7,NA,0,18,NA,NA,101,101,241,6.4,20,161,18,38,0.75,287,55,48,13,25,60,20,NA,0,0,706,39,NA,NA
2010-02-08,50,NA,NA,278,299,174,140,NA,7,NA,0,18,NA,NA,56,56,207,5.7,20,91,18,38,0.72,303,54,48,13,25,42,20,NA,0,0,1000,40,NA,NA
2010-02-09,51,NA,NA,276,300,179,140,NA,7,NA,0,18,NA,NA,77,77,187,5,20,86,18,38,0.73,296,56,49,13,25,33,20,NA,0,0,1000,40,NA,NA
2010-02-10,50,NA,NA,252,194,59,141,NA,7,NA,0,18,NA,NA,49,49,184,4.6,19,111,18,38,0.72,222,55,48,13,25,27,20,NA,0,0,1010,40,NA,NA
2010-02-11,51,NA,NA,163,140,0,142,NA,7,NA,0,18,NA,NA,50,50,138,1.8,20,114,18,38,0.71,93,55,48,13,25,23,20,NA,0,0,1000,40,NA,NA
2010-02-12,51,NA,NA,156,139,0,142,NA,6.9,NA,0,18,NA,NA,50,50,158,1.3,19,84,18,37,0.72,114,55,48,13,24,22,20,NA,0,0,1000,40,NA,NA
2010-02-13,50,NA,NA,158,135,0,142,NA,7,NA,1.3,19,NA,NA,50,50,172,3.7,19,122,18,38,0.73,151,55,48,13,24,22,20,NA,0,0,995,40,NA,NA
2010-02-14,51,NA,NA,158,135,0,142,NA,7,NA,2.3,19,NA,NA,51,51,172,2.5,19,174,18,37,0.75,112,55,48,13,24,21,20,NA,0,0,987,40,NA,NA
2010-02-15,52,NA,NA,161,138,0,142,NA,6.9,NA,2.7,19,NA,NA,81,81,191,5.1,19,209,18,38,0.73,124,55,48,13,24,21,20,NA,0,0,987,40,NA,NA
2010-02-16,53,NA,NA,166,134,0,141,NA,6.9,NA,6.9,19,NA,NA,63,63,240,6,20,216,18,38,0.71,100,54,43,18,24,21,20,NA,0,0,986,41,NA,NA
2010-02-17,54,NA,NA,172,131,0,138,NA,6.9,NA,11,20,NA,NA,32,32,213,10,20,193,18,38,0.91,73,48,40,16,24,25,20,NA,0,0,999,41,NA,NA
2010-02-18,56,NA,NA,177,131,0,138,NA,7,NA,13,20,NA,NA,62,62,226,13,20,130,19,38,1.1,106,48,42,14,24,26,20,6.8,0,0,1000,41,NA,NA
2010-02-19,56,NA,NA,179,131,0,140,NA,7,NA,11,20,NA,NA,78,78,251,15,20,150,19,38,0.84,113,49,43,13,24,25,20,6.7,0,0,1000,41,NA,NA
2010-02-20,55,NA,NA,180,137,0,138,NA,7,NA,6.3,19,NA,NA,80,80,276,17,20,165,19,38,0.77,137,49,44,13,24,27,20,6.7,0,0,1010,41,NA,NA
2010-02-21,55,NA,NA,183,134,0,141,NA,7,NA,3.9,19,NA,NA,68,68,259,16,20,199,19,38,0.78,116,49,44,13,25,30,20,NA,0,0,1020,41,NA,NA
2010-02-22,54,NA,NA,181,131,0,138,NA,7,NA,2,19,NA,NA,30,30,200,12,20,111,19,38,0.77,105,48,42,13,25,30,20,NA,0,0,1010,41,NA,NA
