WY,flow
1950,1138.55406190902
1951,2553.501126662831
1952,2478.8391282787866
1953,1086.2820571839293
1954,1025.3283791634447
1955,788.5801153213596
1956,2715.59079337263
1957,1059.4175222362528
1958,2081.411698235565
1959,624.1054459895894
1960,741.1368413569651
1961,409.3764698698852
1962,1294.6014176621395
1963,1751.7250051534083
1964,715.9892679648124
1965,2314.027057921741
1966,867.7628413175903
1967,2239.528267862292
1968,693.0164366509196
1969,2808.51411478717
1970,1697.2846089708346
1971,1248.9458839462175
1972,760.7488080407074
1973,1458.4734009045267
1974,1895.2466674273367
1975,1559.76597518529
1976,342.29042595295505
1977,132.54465998171588
1978,2347.1324866972877
1979,1316.336919256142
1980,2220.7299623540976
1981,697.8628774898739
1982,3286.1939363008078
1983,3664.013618864767
1984,2124.0368199024356
1985,897.52700205993
1986,2486.4253605335753
1987,369.4411385291676
1988,404.0108862972692
1989,999.2281451204245
1990,719.1681753679958
1991,644.7181274243536
1992,634.7043231704097
1993,2207.7351888783787
1994,463.37583169150287
1995,3042.8333901597553
1996,1947.519699991604
1997,2447.9993483419976
1998,2524.1341915567905
1999,1609.690964411496
2000,1624.7090054528692
2001,744.7187698234463
2002,1063.36163837319
2003,1219.4478094946585
2004,809.2812666654476
2005,2151.0352044343035
2006,2404.3177969291523
2007,562.1302839324785
2008,660.0123813952264
2009,989.3031027851307
2010,1085.3820889979424
2011,2520.4590024092704
2012,527.2954180777066
2013,238.60060601260412
2014,15.762706046438336
